Chr	allele_count	position	PolyPhen
2	2	179616040	benign
2	1	179616043	N/A
2	1	179616043	benign
2	1	179616045	N/A
2	1	179616045	N/A
2	1	179616046	N/A
2	1	179616046	benign
2	1	179616051	N/A
2	1	179616051	benign
2	112	179616052	N/A
2	112	179616052	benign
2	1	179616061	N/A
2	1	179616061	benign
2	1	179616062	N/A
2	1	179616062	benign
2	1	179616066	N/A
2	1	179616066	N/A
2	6	179616073	N/A
2	6	179616073	benign
2	3	179616073	N/A
2	3	179616073	benign
2	1	179616108	N/A
2	1	179616108	N/A
2	1	179616111	N/A
2	1	179616111	N/A
2	2	179616111	N/A
2	2	179616111	N/A
2	2	179616112	N/A
2	2	179616112	benign
2	1	179616119	N/A
2	1	179616119	benign
2	9	179616120	N/A
2	9	179616120	N/A
2	215	179616121	N/A
2	215	179616121	benign
2	1	179616125	N/A
2	1	179616125	benign
2	1	179616142	N/A
2	1	179616142	benign
2	1	179616145	N/A
2	1	179616145	benign
2	1	179616164	N/A
2	1	179616164	benign
2	2	179616167	N/A
2	2	179616167	benign
2	2	179616170	N/A
2	2	179616170	benign
2	1	179616180	N/A
2	1	179616180	N/A
2	1	179616188	N/A
2	1	179616188	possibly
2	60	179616207	N/A
2	60	179616207	N/A
2	115	179616210	N/A
2	115	179616210	N/A
2	7	179616215	N/A
2	7	179616215	benign
2	1	179616237	N/A
2	1	179616237	possibly
2	1	179616238	N/A
2	1	179616238	benign
2	2	179616240	N/A
2	2	179616240	N/A
2	1	179616248	N/A
2	1	179616248	N/A
2	1	179616256	N/A
2	1	179616256	benign
2	4	179616256	N/A
2	4	179616256	benign
2	1	179616263	N/A
2	1	179616263	benign
2	1	179616264	N/A
2	1	179616264	N/A
2	1	179616265	N/A
2	1	179616265	benign
2	4	179616266	N/A
2	4	179616266	benign
2	1	179616270	N/A
2	1	179616270	N/A
2	4	179616276	N/A
2	4	179616276	N/A
2	11	179616283	N/A
2	11	179616283	benign
2	15	179616284	N/A
2	15	179616284	benign
2	1	179616287	N/A
2	1	179616287	benign
2	8	179616290	N/A
2	8	179616290	benign
2	1	179616292	N/A
2	1	179616292	benign
2	2	179616294	N/A
2	2	179616294	N/A
2	7	179616303	N/A
2	7	179616303	N/A
2	1	179616315	N/A
2	1	179616315	N/A
2	1	179616323	N/A
2	1	179616323	N/A
2	2	179616344	N/A
2	2	179616344	N/A
2	2	179616348	N/A
2	2	179616348	N/A
2	47	179616352	N/A
2	47	179616352	benign
2	2	179616354	N/A
2	2	179616354	N/A
2	1	179616355	N/A
2	1	179616355	possibly
2	3	179616366	N/A
2	3	179616366	N/A
2	2	179616370	N/A
2	2	179616370	benign
2	1	179616383	N/A
2	1	179616383	probably
2	1	179616391	N/A
2	1	179616391	benign
2	59	179616394	N/A
2	59	179616394	probably
2	1	179616405	N/A
2	1	179616405	N/A
2	1	179616410	N/A
2	1	179616410	benign
2	1	179616411	N/A
2	1	179616411	N/A
2	4	179616420	N/A
2	4	179616420	N/A
2	2	179616433	N/A
2	2	179616433	probably
2	10	179616446	N/A
2	10	179616446	benign
2	1	179616458	N/A
2	1	179616458	benign
2	2	179616470	N/A
2	2	179616470	benign
2	1	179616473	N/A
2	1	179616473	benign
2	1	179616477	N/A
2	1	179616477	N/A
2	1	179616477	N/A
2	1	179616477	N/A
2	7	179616478	N/A
2	7	179616478	possibly
2	67	179616479	N/A
2	67	179616479	possibly
2	82	179616481	N/A
2	82	179616481	possibly
2	2	179616481	N/A
2	2	179616481	possibly
2	30	179616482	N/A
2	30	179616482	possibly
2	1	179616483	N/A
2	1	179616483	N/A
2	1	179616492	N/A
2	1	179616492	N/A
2	1	179616494	N/A
2	1	179616494	benign
2	1	179616501	N/A
2	1	179616501	N/A
2	1	179616501	N/A
2	1	179616501	N/A
2	8	179616502	N/A
2	8	179616502	benign
2	2	179616503	N/A
2	2	179616503	possibly
2	2	179616505	N/A
2	2	179616505	benign
2	2	179616507	N/A
2	2	179616507	N/A
2	71	179616510	N/A
2	71	179616510	N/A
2	1	179616511	N/A
2	1	179616511	benign
2	1	179616515	N/A
2	1	179616515	N/A
2	1	179616519	N/A
2	1	179616519	N/A
2	1	179616528	N/A
2	1	179616528	N/A
2	5	179616533	N/A
2	5	179616533	benign
2	1	179616536	N/A
2	1	179616536	probably
2	1	179616554	N/A
2	1	179616554	possibly
2	1	179616558	N/A
2	1	179616558	N/A
2	5	179616567	N/A
2	5	179616567	N/A
2	4	179616567	N/A
2	4	179616567	N/A
2	1	179616567	N/A
2	1	179616567	N/A
2	14	179616568	N/A
2	14	179616568	benign
2	3	179616568	N/A
2	3	179616568	benign
2	1	179616574	N/A
2	1	179616574	probably
2	3	179616580	N/A
2	3	179616580	benign
2	1	179616581	N/A
2	1	179616581	benign
2	1	179616585	N/A
2	1	179616585	N/A
2	1	179616588	N/A
2	1	179616588	N/A
2	1	179616600	N/A
2	1	179616600	N/A
2	1	179616606	N/A
2	1	179616606	N/A
2	5	179616613	N/A
2	5	179616613	possibly
2	1	179616621	N/A
2	1	179616621	benign
2	1	179616622	N/A
2	1	179616622	possibly
2	7	179616628	N/A
2	7	179616628	benign
2	1	179616637	N/A
2	1	179616637	possibly
2	1	179616640	N/A
2	1	179616640	benign
2	4	179616641	N/A
2	4	179616641	benign
2	1	179616651	N/A
2	1	179616651	benign
2	1	179616657	N/A
2	1	179616657	N/A
2	1	179616678	N/A
2	1	179616678	benign
2	1	179616679	N/A
2	1	179616679	benign
2	2	179616681	N/A
2	2	179616681	N/A
2	1	179616688	N/A
2	1	179616688	benign
2	1	179616695	N/A
2	1	179616695	benign
2	52	179616716	N/A
2	52	179616716	benign
2	8	179616717	N/A
2	8	179616717	N/A
2	1	179616721	N/A
2	1	179616721	possibly
2	1	179616722	N/A
2	1	179616722	possibly
2	4	179616739	N/A
2	4	179616739	benign
2	1	179616745	N/A
2	1	179616745	benign
2	1	179616749	N/A
2	1	179616749	possibly
2	3	179616750	N/A
2	3	179616750	N/A
2	1	179616751	N/A
2	1	179616751	benign
2	2	179616754	N/A
2	2	179616754	benign
2	2	179617857	N/A
2	2	179617857	benign
2	5	179617861	N/A
2	5	179617861	benign
2	1	179617869	N/A
2	1	179617869	benign
2	1	179617880	N/A
2	1	179617880	possibly
2	1	179617881	N/A
2	1	179617881	benign
2	1	179617892	N/A
2	1	179617892	benign
2	1	179617902	N/A
2	1	179617902	possibly
2	1	179617906	N/A
2	1	179617906	N/A
2	1	179623714	N/A
2	1	179623714	benign
2	1	179623726	N/A
2	1	179623726	possibly
2	1	179623733	N/A
2	1	179623733	N/A
2	1	179623734	N/A
2	1	179623734	probably
2	1	179623744	N/A
2	1	179623744	possibly
2	103320	179623758	N/A
2	103320	179623758	benign
2	3	179623760	N/A
2	3	179623760	N/A
2	18	179623770	N/A
2	18	179623770	probably
2	608	179623772	N/A
2	608	179623772	N/A
2	1	179623784	N/A
2	1	179623784	N/A
2	2	179623802	N/A
2	2	179623802	N/A
2	2	179623810	N/A
2	2	179623810	probably
2	2	179623823	N/A
2	2	179623823	possibly
2	1	179623824	N/A
2	1	179623824	probably
2	33	179623826	N/A
2	33	179623826	N/A
2	2	179623836	N/A
2	2	179623836	probably
2	3	179623838	N/A
2	3	179623838	possibly
2	1	179623850	N/A
2	1	179623850	N/A
2	81	179623851	N/A
2	81	179623851	possibly
2	2	179623852	N/A
2	2	179623852	probably
2	1	179623877	N/A
2	1	179623877	N/A
2	6	179623878	N/A
2	6	179623878	possibly
2	26	179623886	N/A
2	26	179623886	N/A
2	3	179623887	N/A
2	3	179623887	benign
2	1	179623889	N/A
2	1	179623889	N/A
2	1	179623894	N/A
2	1	179623894	benign
2	1	179628904	N/A
2	1	179628904	probably
2	1	179628904	N/A
2	1	179628907	N/A
2	1	179628907	benign
2	1	179628907	N/A
2	47	179628914	N/A
2	47	179628914	N/A
2	47	179628914	N/A
2	1	179628915	N/A
2	1	179628915	probably
2	1	179628915	N/A
2	1	179628916	N/A
2	1	179628916	possibly
2	1	179628916	N/A
2	1209	179628918	N/A
2	1209	179628918	benign
2	1209	179628918	N/A
2	2	179628919	N/A
2	2	179628919	possibly
2	2	179628919	N/A
2	28	179628930	N/A
2	28	179628930	benign
2	28	179628930	N/A
2	1	179628931	N/A
2	1	179628931	benign
2	1	179628931	N/A
2	2	179628951	N/A
2	2	179628951	possibly
2	2	179628951	N/A
2	1	179628953	N/A
2	1	179628953	N/A
2	1	179628953	N/A
2	1	179628956	N/A
2	1	179628956	N/A
2	1	179628956	N/A
2	5	179628968	N/A
2	5	179628968	N/A
2	5	179628968	N/A
2	19	179628969	N/A
2	19	179628969	probably
2	19	179628969	N/A
2	7	179628972	N/A
2	7	179628972	benign
2	7	179628972	N/A
2	1	179628972	N/A
2	1	179628972	possibly
2	1	179628972	N/A
2	1	179628973	N/A
2	1	179628973	benign
2	1	179628973	N/A
2	1	179628977	N/A
2	1	179628977	N/A
2	1	179628977	N/A
2	4	179628986	N/A
2	4	179628986	N/A
2	4	179628986	N/A
2	1	179628994	N/A
2	1	179628994	benign
2	1	179628994	N/A
2	1	179628999	N/A
2	1	179628999	possibly
2	1	179628999	N/A
2	1	179629006	N/A
2	1	179629006	benign
2	1	179629006	N/A
2	1	179629006	N/A
2	1	179629006	N/A
2	1	179629006	N/A
2	1	179629021	N/A
2	1	179629021	benign
2	1	179629021	N/A
2	1	179629264	N/A
2	1	179629264	N/A
2	1	179629264	N/A
2	1	179629278	N/A
2	1	179629278	possibly
2	1	179629278	N/A
2	1	179629282	N/A
2	1	179629282	N/A
2	1	179629282	N/A
2	2	179629284	N/A
2	2	179629284	probably
2	2	179629284	N/A
2	4	179629287	N/A
2	4	179629287	benign
2	4	179629287	N/A
2	4	179629292	N/A
2	4	179629292	probably
2	4	179629292	N/A
2	1	179629295	N/A
2	1	179629295	probably
2	1	179629295	N/A
2	1	179629297	N/A
2	1	179629297	N/A
2	1	179629297	N/A
2	1	179629302	N/A
2	1	179629302	probably
2	1	179629302	N/A
2	20	179629324	N/A
2	20	179629324	N/A
2	20	179629324	N/A
2	1	179629329	N/A
2	1	179629329	probably
2	1	179629329	N/A
2	20	179629334	N/A
2	20	179629334	probably
2	20	179629334	N/A
2	2	179629340	N/A
2	2	179629340	possibly
2	2	179629340	N/A
2	31	179629358	N/A
2	31	179629358	possibly
2	31	179629358	N/A
2	3	179629359	N/A
2	3	179629359	possibly
2	3	179629359	N/A
2	120450	179629363	N/A
2	120450	179629363	N/A
2	120450	179629363	N/A
2	2	179629372	N/A
2	2	179629372	N/A
2	2	179629372	N/A
2	1	179629374	N/A
2	1	179629374	probably
2	1	179629374	N/A
2	1	179629375	N/A
2	1	179629375	N/A
2	1	179629375	N/A
2	2	179629376	N/A
2	2	179629376	benign
2	2	179629376	N/A
2	15	179629385	N/A
2	15	179629385	probably
2	15	179629385	N/A
2	1	179629385	N/A
2	1	179629385	probably
2	1	179629385	N/A
2	10	179629391	N/A
2	10	179629391	probably
2	10	179629391	N/A
2	1	179629393	N/A
2	1	179629393	probably
2	1	179629393	N/A
2	1	179629403	N/A
2	1	179629403	probably
2	1	179629403	N/A
2	4	179629415	N/A
2	4	179629415	benign
2	4	179629415	N/A
2	4	179629422	N/A
2	4	179629422	probably
2	4	179629422	N/A
2	4	179629431	N/A
2	4	179629431	benign
2	4	179629431	N/A
2	2	179629447	N/A
2	2	179629447	benign
2	2	179629447	N/A
2	1	179629452	N/A
2	1	179629452	probably
2	1	179629452	N/A
2	13	179629453	N/A
2	13	179629453	N/A
2	13	179629453	N/A
2	1	179629453	N/A
2	1	179629453	N/A
2	1	179629453	N/A
2	103172	179629461	N/A
2	103172	179629461	possibly
2	103172	179629461	N/A
2	4	179629472	N/A
2	4	179629472	probably
2	4	179629472	N/A
2	1	179629473	N/A
2	1	179629473	probably
2	1	179629473	N/A
2	8	179629473	N/A
2	8	179629473	probably
2	8	179629473	N/A
2	1	179629479	N/A
2	1	179629479	probably
2	1	179629479	N/A
2	1	179629481	N/A
2	1	179629481	probably
2	1	179629481	N/A
2	7	179629493	N/A
2	7	179629493	probably
2	7	179629493	N/A
2	1	179629500	N/A
2	1	179629500	benign
2	1	179629500	N/A
2	1	179629501	N/A
2	1	179629501	N/A
2	1	179629501	N/A
2	1	179629509	N/A
2	1	179629509	probably
2	1	179629509	N/A
2	1	179629516	N/A
2	1	179629516	N/A
2	1	179629516	N/A
2	1	179629521	N/A
2	1	179629521	benign
2	1	179629521	N/A
2	1	179629529	N/A
2	1	179629529	probably
2	1	179629529	N/A
2	22	179629535	N/A
2	22	179629535	probably
2	22	179629535	N/A
2	2	179631110	N/A
2	2	179631110	probably
2	1	179631110	N/A
2	1	179631110	probably
2	4	179631116	N/A
2	4	179631116	probably
2	1	179631116	N/A
2	1	179631116	possibly
2	2	179631128	N/A
2	2	179631128	probably
2	1	179631134	N/A
2	1	179631134	probably
2	3	179631137	N/A
2	3	179631137	probably
2	3	179631141	N/A
2	3	179631141	possibly
2	2	179631142	N/A
2	2	179631142	N/A
2	1	179631145	N/A
2	1	179631145	N/A
2	9	179631162	N/A
2	9	179631162	probably
2	1	179631164	N/A
2	1	179631164	probably
2	1	179631171	N/A
2	1	179631171	probably
2	3	179631172	N/A
2	3	179631172	probably
2	4	179631172	N/A
2	4	179631172	N/A
2	3	179631178	N/A
2	3	179631178	benign
2	3	179631179	N/A
2	3	179631179	possibly
2	1	179631179	N/A
2	1	179631179	benign
2	1	179631190	N/A
2	1	179631190	probably
2	1	179631201	N/A
2	1	179631201	N/A
2	1	179631202	N/A
2	1	179631202	probably
2	1	179631204	N/A
2	1	179631204	probably
2	2	179631205	N/A
2	2	179631205	N/A
2	17224	179631214	N/A
2	17224	179631214	N/A
2	1	179631217	N/A
2	1	179631217	N/A
2	1	179631220	N/A
2	1	179631220	N/A
2	1	179631223	N/A
2	1	179631223	N/A
2	1	179631234	N/A
2	1	179631234	N/A
2	1	179631235	N/A
2	1	179631235	N/A
2	8	179631240	N/A
2	8	179631240	benign
2	10	179631243	N/A
2	10	179631243	benign
2	1	179631246	N/A
2	1	179631246	benign
2	1	179631248	N/A
2	1	179631248	probably
2	2	179631253	N/A
2	2	179631253	N/A
2	1	179631262	N/A
2	1	179631262	N/A
2	1	179631263	N/A
2	1	179631263	probably
2	16	179631288	N/A
2	16	179631288	possibly
2	1	179631289	N/A
2	1	179631289	N/A
2	40	179631292	N/A
2	40	179631292	N/A
2	2	179631297	N/A
2	2	179631297	probably
2	1	179631298	N/A
2	1	179631298	N/A
2	9	179631299	N/A
2	9	179631299	probably
2	1	179631299	N/A
2	1	179631299	probably
2	1	179631302	N/A
2	1	179631302	probably
2	1	179631309	N/A
2	1	179631309	probably
2	24	179631323	N/A
2	24	179631323	probably
2	18	179631324	N/A
2	18	179631324	probably
2	1	179631324	N/A
2	1	179631324	probably
2	5	179631325	N/A
2	5	179631325	N/A
2	41	179631326	N/A
2	41	179631326	possibly
2	1	179632495	N/A
2	1	179632495	N/A
2	1	179632495	N/A
2	7981	179632496	N/A
2	7981	179632496	benign
2	7981	179632496	N/A
2	2	179632505	N/A
2	2	179632505	probably
2	2	179632505	N/A
2	5	179632507	N/A
2	5	179632507	N/A
2	5	179632507	N/A
2	2	179632508	N/A
2	2	179632508	probably
2	2	179632508	N/A
2	2	179632509	N/A
2	2	179632509	N/A
2	2	179632509	N/A
2	1	179632510	N/A
2	1	179632510	N/A
2	1	179632510	N/A
2	3	179632514	N/A
2	3	179632514	possibly
2	3	179632514	N/A
2	1	179632514	N/A
2	1	179632514	probably
2	1	179632514	N/A
2	2	179632515	N/A
2	2	179632515	probably
2	2	179632515	N/A
2	5	179632523	N/A
2	5	179632523	possibly
2	5	179632523	N/A
2	1	179632529	N/A
2	1	179632529	probably
2	1	179632529	N/A
2	2	179632534	N/A
2	2	179632534	N/A
2	2	179632534	N/A
2	1	179632537	N/A
2	1	179632537	N/A
2	1	179632537	N/A
2	2	179632544	N/A
2	2	179632544	probably
2	2	179632544	N/A
2	1	179632545	N/A
2	1	179632545	probably
2	1	179632545	N/A
2	1	179632554	N/A
2	1	179632554	benign
2	1	179632554	N/A
2	15	179632555	N/A
2	15	179632555	N/A
2	15	179632555	N/A
2	1	179632556	N/A
2	1	179632556	benign
2	1	179632556	N/A
2	1	179632573	N/A
2	1	179632573	N/A
2	1	179632573	N/A
2	1	179632588	N/A
2	1	179632588	probably
2	1	179632588	N/A
2	5	179632594	N/A
2	5	179632594	possibly
2	5	179632594	N/A
2	533	179632598	N/A
2	533	179632598	probably
2	533	179632598	N/A
2	5	179632599	N/A
2	5	179632599	probably
2	5	179632599	N/A
2	1	179632602	N/A
2	1	179632602	benign
2	1	179632602	N/A
2	7	179632609	N/A
2	7	179632609	probably
2	7	179632609	N/A
2	1	179632612	N/A
2	1	179632612	N/A
2	1	179632612	N/A
2	1	179632613	N/A
2	1	179632613	probably
2	1	179632613	N/A
2	2	179632617	N/A
2	2	179632617	probably
2	2	179632617	N/A
2	58	179632619	N/A
2	58	179632619	probably
2	58	179632619	N/A
2	2	179632620	N/A
2	2	179632620	probably
2	2	179632620	N/A
2	2	179632624	N/A
2	2	179632624	N/A
2	2	179632624	N/A
2	1	179632627	N/A
2	1	179632627	N/A
2	1	179632627	N/A
2	1	179632631	N/A
2	1	179632631	benign
2	1	179632631	N/A
2	1	179632633	N/A
2	1	179632633	possibly
2	1	179632633	N/A
2	1	179632635	N/A
2	1	179632635	N/A
2	1	179632635	N/A
2	1	179632638	N/A
2	1	179632638	benign
2	1	179632638	N/A
2	6	179632643	N/A
2	6	179632643	benign
2	6	179632643	N/A
2	1	179632743	N/A
2	1	179632743	possibly
2	1	179632743	N/A
2	1	179632747	N/A
2	1	179632747	benign
2	1	179632747	N/A
2	1	179632750	N/A
2	1	179632750	benign
2	1	179632750	N/A
2	3	179632756	N/A
2	3	179632756	probably
2	3	179632756	N/A
2	1	179632756	N/A
2	1	179632756	probably
2	1	179632756	N/A
2	1	179632757	N/A
2	1	179632757	N/A
2	1	179632757	N/A
2	1	179632759	N/A
2	1	179632759	probably
2	1	179632759	N/A
2	2	179632769	N/A
2	2	179632769	possibly
2	2	179632769	N/A
2	1	179632771	N/A
2	1	179632771	N/A
2	1	179632771	N/A
2	1	179632777	N/A
2	1	179632777	probably
2	1	179632777	N/A
2	6	179632779	N/A
2	6	179632779	N/A
2	6	179632779	N/A
2	3	179632784	N/A
2	3	179632784	probably
2	3	179632784	N/A
2	1	179632800	N/A
2	1	179632800	N/A
2	1	179632800	N/A
2	1	179632811	N/A
2	1	179632811	probably
2	1	179632811	N/A
2	1	179632813	N/A
2	1	179632813	probably
2	1	179632813	N/A
2	3	179632818	N/A
2	3	179632818	benign
2	3	179632818	N/A
2	1	179632820	N/A
2	1	179632820	benign
2	1	179632820	N/A
2	2	179632820	N/A
2	2	179632820	benign
2	2	179632820	N/A
2	2	179632825	N/A
2	2	179632825	probably
2	2	179632825	N/A
2	9	179632826	N/A
2	9	179632826	probably
2	9	179632826	N/A
2	2	179632832	N/A
2	2	179632832	probably
2	2	179632832	N/A
2	2	179632834	N/A
2	2	179632834	probably
2	2	179632834	N/A
2	2	179632835	N/A
2	2	179632835	probably
2	2	179632835	N/A
2	2	179632837	N/A
2	2	179632837	probably
2	2	179632837	N/A
2	1	179632842	N/A
2	1	179632842	probably
2	1	179632842	N/A
2	3	179632851	N/A
2	3	179632851	N/A
2	3	179632851	N/A
2	3	179632852	N/A
2	3	179632852	probably
2	3	179632852	N/A
2	1	179632855	N/A
2	1	179632855	probably
2	1	179632855	N/A
2	1	179632857	N/A
2	1	179632857	N/A
2	1	179632857	N/A
2	1	179632858	N/A
2	1	179632858	probably
2	1	179632858	N/A
2	1	179632861	N/A
2	1	179632861	possibly
2	1	179632861	N/A
2	1	179632863	N/A
2	1	179632863	probably
2	1	179632865	N/A
2	1	179632865	probably
2	9	179632870	N/A
2	9	179632870	probably
2	2	179632873	N/A
2	2	179632873	probably
2	1	179632874	N/A
2	1	179632874	possibly
2	8	179632879	N/A
2	8	179632879	probably
2	5	179632880	N/A
2	5	179632880	probably
2	3	179633409	N/A
2	3	179633409	benign
2	105	179633413	N/A
2	105	179633413	N/A
2	1564	179633421	N/A
2	1564	179633421	probably
2	4	179633426	N/A
2	4	179633426	possibly
2	1	179633429	N/A
2	1	179633429	possibly
2	3	179633430	N/A
2	3	179633430	possibly
2	213	179633434	N/A
2	213	179633434	N/A
2	1	179633434	N/A
2	1	179633434	N/A
2	6	179633435	N/A
2	6	179633435	probably
2	1	179633439	N/A
2	1	179633439	probably
2	1	179633440	N/A
2	1	179633440	N/A
2	1	179633440	N/A
2	1	179633440	N/A
2	2	179633441	N/A
2	2	179633441	probably
2	1	179633447	N/A
2	1	179633447	benign
2	1	179633460	N/A
2	1	179633460	probably
2	1	179633465	N/A
2	1	179633465	probably
2	2	179633477	N/A
2	2	179633477	probably
2	55	179633486	N/A
2	55	179633486	possibly
2	1	179633496	N/A
2	1	179633496	probably
2	6	179633500	N/A
2	6	179633500	N/A
2	2	179633510	N/A
2	2	179633510	possibly
2	1	179633510	N/A
2	1	179633510	possibly
2	2	179633513	N/A
2	2	179633513	possibly
2	1	179633521	N/A
2	1	179633521	N/A
2	1	179633530	N/A
2	1	179633530	N/A
2	1	179633531	N/A
2	1	179633531	probably
2	1	179633541	N/A
2	1	179633541	possibly
2	2	179633547	N/A
2	2	179633547	probably
2	1	179633571	N/A
2	1	179633571	benign
2	3	179633572	N/A
2	3	179633572	N/A
2	1	179633576	N/A
2	1	179633576	probably
2	1	179633582	N/A
2	1	179633582	possibly
2	1	179633585	N/A
2	1	179633585	probably
2	3	179633587	N/A
2	3	179633587	N/A
2	1	179633595	N/A
2	1	179633595	probably
2	1	179633606	N/A
2	1	179633606	probably
2	2	179633608	N/A
2	2	179633608	N/A
2	3	179633608	N/A
2	3	179633608	N/A
2	1	179633610	N/A
2	1	179633610	probably
2	46	179633625	N/A
2	46	179633625	probably
2	2	179633626	N/A
2	2	179633626	N/A
2	1	179633627	N/A
2	1	179633627	probably
2	7983	179633644	N/A
2	7983	179633644	N/A
2	1	179633655	N/A
2	1	179633655	benign
2	4	179633658	N/A
2	4	179633658	possibly
2	2	179634405	N/A
2	2	179634405	N/A
2	2	179634406	N/A
2	2	179634406	probably
2	8	179634406	N/A
2	8	179634406	probably
2	2	179634408	N/A
2	2	179634408	probably
2	1	179634413	N/A
2	1	179634413	N/A
2	1	179634417	N/A
2	1	179634417	N/A
2	1	179634417	N/A
2	1	179634417	N/A
2	38310	179634421	N/A
2	38310	179634421	probably
2	227	179634424	N/A
2	227	179634424	probably
2	1	179634424	N/A
2	1	179634424	probably
2	10	179634425	N/A
2	10	179634425	N/A
2	3	179634425	N/A
2	3	179634425	probably
2	1	179634426	N/A
2	1	179634426	probably
2	1	179634426	N/A
2	1	179634426	probably
2	4	179634427	N/A
2	4	179634427	probably
2	1	179634428	N/A
2	1	179634428	N/A
2	1	179634428	N/A
2	1	179634428	N/A
2	1	179634429	N/A
2	1	179634429	probably
2	1	179634429	N/A
2	1	179634429	probably
2	5	179634430	N/A
2	5	179634430	probably
2	1	179634433	N/A
2	1	179634433	benign
2	1	179634436	N/A
2	1	179634436	probably
2	1	179634443	N/A
2	1	179634443	N/A
2	1	179634443	N/A
2	1	179634443	probably
2	1	179634448	N/A
2	1	179634448	probably
2	8	179634464	N/A
2	8	179634464	N/A
2	1	179634476	N/A
2	1	179634476	probably
2	1	179634482	N/A
2	1	179634482	N/A
2	1	179634486	N/A
2	1	179634486	possibly
2	1	179634488	N/A
2	1	179634488	N/A
2	1	179634491	N/A
2	1	179634491	N/A
2	1	179634496	N/A
2	1	179634496	probably
2	2	179634501	N/A
2	2	179634501	probably
2	1	179634509	N/A
2	1	179634509	N/A
2	1	179634517	N/A
2	1	179634517	probably
2	1	179634517	N/A
2	1	179634517	probably
2	33	179634520	N/A
2	33	179634520	probably
2	2	179634522	N/A
2	2	179634522	probably
2	1	179634536	N/A
2	1	179634536	probably
2	1	179634537	N/A
2	1	179634537	probably
2	1	179634551	N/A
2	1	179634551	N/A
2	1	179634554	N/A
2	1	179634554	N/A
2	1	179634555	N/A
2	1	179634555	probably
2	1	179634576	N/A
2	1	179634576	probably
2	1	179634595	N/A
2	1	179634595	probably
2	1	179634615	N/A
2	1	179634615	N/A
2	1	179634634	N/A
2	1	179634634	benign
2	4	179634635	N/A
2	4	179634635	N/A
2	1	179634636	N/A
2	1	179634636	probably
2	1	179634638	N/A
2	1	179634638	N/A
2	4	179634640	N/A
2	4	179634640	benign
2	1	179634648	N/A
2	1	179634648	probably
2	6	179634654	N/A
2	6	179634654	probably
2	2	179634659	N/A
2	2	179634659	benign
2	2	179634660	N/A
2	2	179634660	benign
2	2	179634787	N/A
2	2	179634787	benign
2	1	179634787	N/A
2	1	179634787	probably
2	1	179634818	N/A
2	1	179634818	N/A
2	2	179634819	N/A
2	2	179634819	possibly
2	3	179634823	N/A
2	3	179634823	probably
2	1	179634824	N/A
2	1	179634824	N/A
2	1	179634824	N/A
2	1	179634824	N/A
2	1	179634825	N/A
2	1	179634825	possibly
2	1	179634827	N/A
2	1	179634827	N/A
2	4	179634832	N/A
2	4	179634832	probably
2	35	179634839	N/A
2	35	179634839	N/A
2	1	179634845	N/A
2	1	179634845	N/A
2	2	179634855	N/A
2	2	179634855	possibly
2	13	179634866	N/A
2	13	179634866	N/A
2	1	179634875	N/A
2	1	179634875	N/A
2	4	179634903	N/A
2	4	179634903	probably
2	1	179634906	N/A
2	1	179634906	benign
2	12	179634919	N/A
2	12	179634919	probably
2	1	179634922	N/A
2	1	179634922	possibly
2	1	179634934	N/A
2	1	179634934	benign
2	9220	179634936	N/A
2	9220	179634936	benign
2	2	179634938	N/A
2	2	179634938	N/A
2	1	179634955	N/A
2	1	179634955	possibly
2	1751	179634961	N/A
2	1751	179634961	probably
2	1	179634962	N/A
2	1	179634962	N/A
2	1	179634963	N/A
2	1	179634963	N/A
2	10	179634994	N/A
2	10	179634994	benign
2	1	179635001	N/A
2	1	179635001	probably
2	1	179635010	N/A
2	1	179635010	N/A
2	1	179635035	N/A
2	1	179635035	probably
2	1	179635037	N/A
2	1	179635037	N/A
2	2	179635145	N/A
2	2	179635145	probably
2	1	179635146	N/A
2	1	179635146	N/A
2	1	179635158	N/A
2	1	179635158	N/A
2	1	179635168	N/A
2	1	179635168	probably
2	1	179635175	N/A
2	1	179635175	probably
2	4	179635178	N/A
2	4	179635178	probably
2	3	179635186	N/A
2	3	179635186	probably
2	1	179635193	N/A
2	1	179635193	probably
2	1	179635196	N/A
2	1	179635196	probably
2	1	179635199	N/A
2	1	179635199	probably
2	40	179635205	N/A
2	40	179635205	benign
2	1	179635206	N/A
2	1	179635206	benign
2	1	179635207	N/A
2	1	179635207	benign
2	2	179635216	N/A
2	2	179635216	probably
2	1	179635222	N/A
2	1	179635222	possibly
2	1	179635224	N/A
2	1	179635224	N/A
2	1	179635246	N/A
2	1	179635246	possibly
2	3	179635250	N/A
2	3	179635250	possibly
2	1	179635251	N/A
2	1	179635251	N/A
2	1	179635256	N/A
2	1	179635256	benign
2	2	179635258	N/A
2	2	179635258	benign
2	1	179635267	N/A
2	1	179635267	benign
2	1	179635285	N/A
2	1	179635285	probably
2	36	179635288	N/A
2	36	179635288	probably
2	1	179635319	N/A
2	1	179635319	benign
2	1	179635319	N/A
2	1	179635319	possibly
2	1	179635334	N/A
2	1	179635334	probably
2	4	179635335	N/A
2	4	179635335	N/A
2	1	179635345	N/A
2	1	179635345	possibly
2	1	179635352	N/A
2	1	179635352	probably
2	1	179635354	N/A
2	1	179635354	probably
2	1	179635360	N/A
2	1	179635360	probably
2	1	179635369	N/A
2	1	179635369	probably
2	1	179635372	N/A
